,タイトル,タイトルリンク,typography-hy,point,w-100,口コミ投稿日,text-center,report,report1,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1
362,男性/ 営業/ 現職（回答時）/ 中途入社/ 在籍3年未満/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/3210333/,働き方（勤務時間・休日休暇・制度）,4.7,勤務時間・休日休暇:ワークライフバランスを保てるかどうかは自分次第。強制的に残業や休日の仕事を強いられることはない。ただし、慣れないうちは1個1個の作業に非常に時間がかかり、仕事が全く進まず、結果的に深夜や休日も仕事をせざるを得ない。慣れたら自分の裁量で仕事を早く終わらせ、しっかり休むことができるようになるのかと思うが、ベテラン、マネージャーを見ても深夜でもステータスがほぼ毎日オンライン。ワーカーホリック多数という印象。時間内は顧客対応と社内会議、時間外に社内で飛び交っている情報の確認、勉強、顧客調査、提案資料作成というスケジュール。これらが深夜で収まらないと休日に残りを対応。多様な働き方支援:コロナ期間中は完全リモートワーク。顧客対応で出勤せざるを得ない場合は承認制。移動手段はタクシーまたは自家用車で、公共交通機関利用不可。コロナ後は公共交通機関は当然利用可になるが、週1～2で出勤、その他リモートというシフトになると予想。成果主義で勤務時間に対する拘束は非常に緩いため、子供の保育園の送り迎えを業務時間に対応することも可能。ただし時間内に業務を全て終えることはほぼ不可能なため、その分早朝、深夜、休日に仕事をしている人多数。,2021年02月23日,2021年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=5702486&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/5702486/,1.0,1.0,1.0
363,男性/ Solution Engineer/ 現職（回答時）/ 中途入社/ 在籍3～5年/ 正社員/ SE本部/ SE,https://en-hyouban.com/company/10025403019/user_kuchikomi/3085779/,年収・給与,5.0,給与制度:提示される想定年収の8割が固定給で残り2割がインセンティブインセンティブは四半期ごとに支払われる。インセンティブの計算は個人の数字よりも、Japan全体の数字による影響が大きいため、良くも悪くも、当初提示された想定年収とほぼ同じか、それ以上がもらえる。当初の想定を大きく変えた額が貰えることは少ないが、当初想定を下回ることもない。評価制度:年に2度昇格のチャンスがある。前提として個人の目標を達成していることは重要な判断基準になり、達成していなければそもそも昇格候補者にならない。達成している人の中で、その他の活動も加味して貢献度の高い人や、提案の質の高い人が昇格する。昇格とは別に昇給もあり、昇給は年に1度のチャンスがある。昇給は普通に活動していればできるもので、大体年に3〜5%くらい給与が上がる。もともと比較的に給与の高い会社なので、仮に前年1000万であれば、翌年は昇格しなくても年収が50万上がる。,2020年11月20日,2020年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=5501522&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/5501522/,2.0,2.0,2.0
364,男性/ 6903/ 現職（回答時）/ 中途入社/ 在籍6～10年/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/3264724/,企業カルチャー・組織体制,4.9,企業カルチャー・社風:カスタマーサクセスを打ち出しており、導入後も運用をサポートする部門が支援する社員やステークホルダーをオハナ（家族）と呼んで大切にする文化がありファミリーデー（家族参加イベント）などもある組織体制・コミュニケーション:社内SNSで副社長から一般社員までコミュニケーションできる文化がある。海外へのメッセージも可能。メールのように堅い挨拶文がいらないので目的に合わせたシンプルなメッセージでフラットにやりとりできる。ダイバーシティ・多様性:常に強化しておりトレーニングも毎年行われるクレーム窓口もオープンに案内されている役員の女性登用もある,2021年04月 8日,2021年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=5780749&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/5780749/,3.0,3.0,3.0
365,男性/ カスタマーサクセス/ 現職（回答時）/ 中途入社/ 在籍11～15年/ 正社員/ ディレクター,https://en-hyouban.com/company/10025403019/user_kuchikomi/2430781/,福利厚生・オフィス環境,5.0,福利厚生:オフィス内のカフェテリアは充実している。エスプレッソマシンは自動であるが、豆もそれ専用の焙煎が行われたものが鮮度よく補充されるので、なかなかこのクオリティの味は本格的な店でも味わえないと思う。食べ物も当初はお菓子が多かったが、従業員の声を受けて、ドライフルーツや果物、ナッツ、ヨーグルトなどがヘルシーなものが提供されるようになり、どれくらいのコストがかかっているのか不安になることもある。外資系で一般的なESPPやRSUもあり株価が上がっている現時点では給与以外の資産形成の助けになっている。オフィス環境:増える従業員に対してスペースが足りていないので、フリーデスクが一般的。会議室は結構な数があるが足りていない。オフィス家具はしっかり投資されていて、アーロンチェアやスタンドアップデスクは長時間仕事をする身としては非常にありがたい。,2020年06月 2日,2020年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=5121203&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/5121203/,4.0,4.0,4.0
366,女性/ アカウントエグゼクティブ/ 退職済み（2022年）/ 中途入社/ 在籍3～5年/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/3518041/,働き方（勤務時間・休日休暇・制度）,2.8,勤務時間・休日休暇:ワークライフバランスは、アカウントエグゼクティブをしている限りはない。達成したければ毎日23時以降や夜中まで働き、土日も仕事、一日中9時から19時まで5件ほどアポを組めと言われる。アポがあまり入っていないと、カレンダーのスクショを会社に公開されて晒しものにされたりもある。もちろん資料作りはそれ以降に行う。コマーシャル営業はそれに加えてお客様のシステム構築をさせられる。多様な働き方支援:リモート可能しかし、コマーシャルは最近出社義務になってきている早帰りも可能家から仕事していいよということ。副業はOKです。,2022年02月28日,2022年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=6858719&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/6858719/,5.0,5.0,5.0
367,男性/ 営業/ 現職（回答時）/ 中途入社/ 在籍3年未満/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/3210333/,働き方（勤務時間・休日休暇・制度）,4.7,勤務時間・休日休暇:ワークライフバランスを取るかどうかは自分次第。ベースとなる勤務時間は9：00-18：00だが、コアタイムのないスーパーフレックス。そのため、自分でコントロールする必要有。ただ、覚えなければならないことが多く、業務時間以外に勉強時間の確保が必要。勉強時間を勤務時間内に作ることができればよいが、顧客対応と商談を進めるための社内ミーティング等で勤務時間外になることがほとんど。どこかで割り切って、やることとやらないことを決めていけばワークライフバランスは取れるが、全てやろうとすると毎日深夜まで仕事しても終わらず休日も仕事に追われ、バランスを崩す。精神的に図太くない人はなかなか割り切れず、自分を追い込んでオーバーワークになり、体調を崩しがち。自分のコントロール次第。,2021年09月 4日,2021年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=6180615&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/6180615/,6.0,6.0,6.0
368,男性/ 営業/ 現職（回答時）/ 新卒入社/ 在籍21年以上/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/3405797/,企業カルチャー・組織体制,5.0,企業カルチャー・社風:カルチャーは外資に似合わず周りの人と協業や協力して仕事をする助け合いの要素があるように感じています。評価は一部実力主義のところもありますが、成績をしっかり残していればそれなりの見返しもありますし、成績をあげるための仕組みもある程度整備されているところがあります。ダイバーシティ・多様性:ダイバーシティを非常に重視している会社だと思います。男女比はだいたい同じくらいで、女性の活躍も数多く用意されています。ワークスタイルに関しても、オフィスに出社するのが当たり前という固定観念はなく、効率的な働き方ができる限りにおいては、在宅や出先のカフェで仕事をするなどが選択できます。,2021年06月30日,2021年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=5974008&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/5974008/,7.0,7.0,7.0
369,男性/ カスタマーサクセス/ 現職（回答時）/ 中途入社/ 在籍11～15年/ 正社員/ ディレクター,https://en-hyouban.com/company/10025403019/user_kuchikomi/2430781/,年収・給与,5.0,給与制度:ベース＋インセンティブが基本営業はベース低めだが個人目標に対する成果によってインセンティブが大きく変動するので、売れる営業は年齢関係なく高い給料を得ることができ、昇進もしていく。営業以外は基本、チーム目標の達成に応じてインセンティブが変動するので、そこまで大きな給与の振れはない。バックオフィス系は全社の業績により原資が決定され、マネージャーによるプロセス評価でボーナスが決まる。評価制度:基本、実力主義が徹底されていると思います。ここ数年でかなり人が増えていますが、給料高いけど実力は。。。な人は少なくとも自分の周りには見かけません。,2022年06月27日,2022年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=7382995&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/7382995/,8.0,8.0,8.0
370,男性/ 営業/ 現職（回答時）/ 中途入社/ 在籍3年未満/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/4241760/,福利厚生・オフィス環境,3.8,オフィス環境:2022年年度より新しいオフィスに移転しました。大手町の日本生命丸の内ガーデンタワーを間借りした全フロア対応となっています。カフェスペースや空間を意識したコラボレーションスペース、スタンディングデスクや質の高いオフィスチェアを完備した執務室など、非常に仕事に集中しやすい環境です。スナックやドリンクは完備していますので、小腹が空いてもカバーできます。在宅ワークでの勤務もできますので、気分転換で使い分けて利用も可能です。お客様を訪問するための和室スペースや百人規模の会議室など幅広く用意しているだけでなく、一人用の会議室もあるので、周りの音に囚われずに業務を行いたい場合にも利用可能です。,2022年05月23日,2022年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=7214100&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/7214100/,9.0,9.0,9.0
371,男性/ account executive/ 現職（回答時）/ 中途入社/ 在籍3年未満/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/3616498/,働き方（勤務時間・休日休暇・制度）,4.5,勤務時間・休日休暇:提案など立て込むと非常に忙しくなる。ワークライフバランスをとるために意識的に調整をしていく事が必要。休暇については、初年度20日の有給休暇と数日の傷病休暇が利用可能。夏期休暇などは有給休暇から捻出して自由に取る形。休めるなら休むし、そうでない時は働くといった形。多様な働き方支援:フルリモートで勤務できる。早帰りも問題なく出来る。仕事の量が多いので、いかに効率よく進めるかは必須で、そのための環境面での支援は充実している。副業は不明だが周りで副業している人は見た事がない。,2021年10月 4日,2021年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=6281132&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/6281132/,10.0,10.0,10.0
372,男性/ Solution Engineer/ 現職（回答時）/ 新卒入社/ 在籍3年未満/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/4145645/,働き方（勤務時間・休日休暇・制度）,4.9,勤務時間・休日休暇:新卒入社は色々勉強しないといけないので、就業後でも勉強に時間を当てることが多いと思うが、経験を積み重ねるにつれて、個人のワークライフバランスを保ちやすい環境だと思う。有給休暇に関して、申請の手続きはそこまで煩わしくなく、マネージャーも快く承諾してくださることが多いというイメージ。多様な働き方支援:リモートワークは現在の主流の働き方になっている。もちろん、出社願望の人なら、事前申請して、会社で仕事することもできる。部門にはよるが、自分の担当する仕事が終了したら、出社の時間は自由に調整することができる。,2022年03月18日,2022年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=6939201&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/6939201/,11.0,11.0,11.0
373,女性/ アカウントパートナー/ 現職（回答時）/ 中途入社/ 在籍3年未満/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/4513158/,企業カルチャー・組織体制,4.6,企業カルチャー・社風:オハナ、みんな家族という考え方で社員だけでなく家族やパートナー、お客様、地域をステークホルダーと考えて世界を良くしていこうと言った考え方組織体制・コミュニケーション:Slackで会話をする。あとはセールスフォース上のチャターでも会話する。情報を共有するカルチャー、文化、カルチャーがある。ダイバーシティ・多様性:国籍や人種はさまざまなで、みんなを受け入れているカルチャー。またしょうがいしゃ採用もしており、そのようなとくていのポジションもある。,2022年06月12日,2022年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=7308856&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/7308856/,12.0,12.0,12.0
374,女性/ インサイドセールス/ 現職（回答時）/ 中途入社/ 在籍3年未満/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/3464539/,福利厚生・オフィス環境,4.9,福利厚生:外資のため住宅補助は無いが、不妊治療のための補助金、毎月1万円の健康投資補助金など特徴的な福利厚生がいくつかある。オフィス環境:テレワークを基本とする方針が決められた2020年3〜4月頃、自宅環境を整えるための補助金が支給される(＆ヘッドセットやモバイルルーターなど基本のファシリティは別途与えられる)など、手厚いなと思った。現状その補助で自宅環境も仕事はしやすいが、やはりオフィスの充実度も大きな魅力の一つである。軽食スペースや様々なレイアウトのデスクで気持ちを切り替えながら集中して仕事ができる。,2021年07月27日,2021年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=6058772&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/6058772/,13.0,13.0,13.0
375,男性/ 一般社員/ 現職（回答時）/ 中途入社/ 在籍3年未満/ 正社員/ 営業本部/ 営業,https://en-hyouban.com/company/10025403019/user_kuchikomi/3777448/,福利厚生・オフィス環境,3.8,福利厚生:福利厚生は大変充実している、一方でなぜこんなにも福利厚生が良いのか考えてみると仕事の内容や進め方が企業独自のオペレーション能力を持っており、それが好業績をあげる一方で万人が扱いやすいオペレーションではないと感じる。そのオペレーションを耐えうるための手厚い福利厚生と考えると納得感も高いオフィス環境:おしゃれなカフェテリアや無料のお菓子などがおいてあり、とてもいい環境で働けていると感じる。おそらく日本企業では考えられないほどに社内の環境は充実している。まるで。BtoCビジネスをおこなっている企業のようにも感じる。,2021年12月18日,2021年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=6544438&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/6544438/,14.0,14.0,14.0
376,女性/ インサイドセールス/ 現職（回答時）/ 中途入社/ 在籍3年未満/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/3673358/,働き方（勤務時間・休日休暇・制度）,3.8,勤務時間・休日休暇:ワークライフバランスを取れるかどうかは自分次第といえば聞こえはいいが、やはり特に営業になると昼夜問わず仕事せざるを得ない状況に陥っている人はよくいる。任されるテリトリーによって状況は異なる。インサイドセールスは営業ほど忙しくはないが、仕事にどこかで終わりを設けないと無限にできてしまうのでタスクを抱えやすい人は注意。ナレッジに体系的にアクセスしやすいかというとそうでもなく、日々色んな人が色んなところで自分に必要な情報をかき集めているような状態で、必要な情報を集めるための時間がかかっている印象。この辺りはまだまだ仕組み化の余地があると思う。,2021年10月30日,2021年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=6376571&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/6376571/,15.0,15.0,15.0
377,女性/ BDR/ 現職（回答時）/ 中途入社/ 在籍3年未満/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/3237502/,企業カルチャー・組織体制,4.8,企業カルチャー・社風:OHANAという文化が根付いている。みんなで助け合う空気があり、それにより仕事が捗りやすかったりする。組織体制・コミュニケーション:コミュニケーションは活発。以前まではCHATTERという自社製品を用いてコミュニケーションをとっていたが、最近はSLACKを使っている。ダイバーシティ・多様性:ダイバーシティを感じられることは多く、もちろん女性も多いです。同期には日本国籍以外の方も数名いたり、障害のある方もいました。,2021年03月17日,2021年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=5742726&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/5742726/,16.0,16.0,16.0
378,女性/ インサイドセールス/ 現職（回答時）/ 中途入社/ 在籍21年以上/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/4156889/,企業カルチャー・組織体制,3.5,企業カルチャー・社風:社会貢献とビジネスの両立を目指しており、日頃から社員にボランティアの機会が積極的に提供されている。組織体制・コミュニケーション:リモートワーク中でもchatter、Slack、web会議環境などが十分に備わっており、コミュニケーションに不自由はしない。ダイバーシティ・多様性:LGBTQへの取り組みや、障害者雇用に注力している。また、不妊治療補助費などもあり、多様性を受け入れる＋支持してくれる環境がある。,2022年03月21日,2022年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=6949210&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/6949210/,17.0,17.0,17.0
379,男性/ 営業（法人向け）/ 現職（回答時）/ 中途入社/ 在籍3年未満/ 正社員/ インダストリーバリューセリング事業本部/ リードソリューションエンジニア,https://en-hyouban.com/company/10025403019/user_kuchikomi/3647141/,事業展望・強み・弱み,4.1,事業の強み:SaaSによるCRM／SFAソリューションの先駆者であり、グローバルトップランナーである。事業の弱み:M&Aで事業領域を拡大していて、インテグレーションが大変になること。高度なテクノロジー知識と、お客様の業務理解の両方を持つ人材の確保が難しくなっていること。事業展望:デジタルトランスフォーメーションは今後も伸びるものの、競合も多くなり、お客様がどういう基準で何を選べばいいのかを判断するプロセスが長くなる。,2021年12月16日,2021年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=6536045&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/6536045/,18.0,18.0,18.0
380,男性/ インサイドセールス/ 現職（回答時）/ 中途入社/ 在籍3年未満/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/4192812/,年収・給与,5.0,給与制度:インサイドセールス部門で年収が500-800万円程のイメージ。とは言え基本給は年俸制で賞与はなく、インセンティブで稼ぐといった内容のため、個人差が出る。昇給スピードに関しても個人の成績が大きく関係しており、長く在籍したから上がるといった文化ではなく、結果によって昇進していくイメージ。ダイレクトに外勤営業といったクローザーの立場に転職される方もいるが、IT未経験者の場合は、インサイドセールスから始まり早くて2-3年でクローザーの立場にたどり着くことができる。ここは青天井でお客様の成功がそのまま給料に直結していく。,2022年03月29日,2022年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=6982693&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/6982693/,19.0,19.0,19.0
381,男性/ アカウントエグゼクティブ/ 現職（回答時）/ 中途入社/ 在籍3年未満/ 正社員/ EBU,https://en-hyouban.com/company/10025403019/user_kuchikomi/2898512/,働き方（勤務時間・休日休暇・制度）,4.3,勤務時間・休日休暇:裁量型のためやることさえやっていれば、就労時間の組み立ては自由度が高い。定時以降に勉強会なども開催されているため、業務に慣れるまで（特に入社2-3年）は勉強会への参加はほぼ必須。自習や翌日以降の準備などを加味すると、定時上がりはなかなか難しいと思う。IT業界の特性ゆえ、週末でもアンテナを張って情報収集されている方が多いように思う。多様な働き方支援:現状はコロナの影響もあり、リモートワークがベース。（一応社内申請すれば外出は可能）,2020年07月 8日,2020年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=5205166&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/5205166/,20.0,20.0,20.0
382,男性/ アカウント・エグゼクティブ/ 現職（回答時）/ 中途入社/ 在籍3年未満/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/4053089/,企業カルチャー・組織体制,4.9,企業カルチャー・社風:非常にカルチャーを大切にする会社でオープンだと思います。色々なところで書かれていることに違和感はないです。組織体制・コミュニケーション:色々な対策は立てていますが、社員同士のコミュニケーションは在宅勤務になりかなり薄くなってしまっているのが現状だと思います。ダイバーシティ・多様性:この辺りについては会社全体で力を入れているところですので、他企業よりも進んでいると思います。,2022年02月26日,2022年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=6850857&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/6850857/,21.0,21.0,21.0
383,男性/ account executive/ 現職（回答時）/ 中途入社/ 在籍3年未満/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/3616498/,企業カルチャー・組織体制,4.5,企業カルチャー・社風:みんなで戦う、みんなで成功を祝うような雰囲気がある。組織体制・コミュニケーション:リモートという事もあり社員同士のコミュニケーションは希薄に感じる。意識的に交流を持たせるような取り組みもしていると思う。ダイバーシティ・多様性:グローバル企業の中でも特に、ダイバーシティは気を付けているように感じる。多様性を認め、それらに対する平等性を重視している。,2021年10月 4日,2021年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=6281133&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/6281133/,22.0,22.0,22.0
384,男性/ インサイドセールス/ 現職（回答時）/ 中途入社/ 在籍3～5年/ 正社員/ sales development/ 部長,https://en-hyouban.com/company/10025403019/user_kuchikomi/3503799/,福利厚生・オフィス環境,4.3,福利厚生:リモートワークにかかる機器の費用補助など非常に恵まれていると思う。オフィス勤務していた際はカフェスペースに様々な飲み物・食べ物があり、そこで生活できるくらい充実していた。オフィス環境:現在はフルリモートだが、出社していたときはJPタワーで東京駅から直結だし、大手町からも歩けないこともないので非常にアクセスは良かった。新社屋が大手町側に作られたので、東京駅から通っていた人は少し歩く時間が長くなるのがネックくらいか。,2021年08月17日,2021年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=6117357&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/6117357/,23.0,23.0,23.0
385,男性/ 営業/ 現職（回答時）/ 新卒入社/ 在籍21年以上/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/3405797/,働き方（勤務時間・休日休暇・制度）,5.0,多様な働き方支援:リモートワークできる環境が整備されていて基本的にほぼ在宅勤務です。貸与されるパソコンとモバイルとインターネット環境さえあれば、どこでも仕事ができるようになっています。コロナ禍において必ずしもオフィスに出社する必要はなく、自由に働き方を選択できるのは魅力に感じています。基本的にカレンダーベースでスケジュールを立てて動くので、仕事の忙しさには波がありますが、空いた時間に自分の趣味や習い事などに費やすことができるなど、ワークライフバランスも非常にとりやすいのではないかと考えています。,2021年06月30日,2021年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=5974007&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/5974007/,24.0,24.0,24.0
386,男性/ AE/ 現職（回答時）/ 中途入社/ 在籍3年未満/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/2832680/,年収・給与,5.0,給与制度:兎に角数字を出せば出すだけ給与に跳ね返ってきます。しかも、基本的には翌月の給与の反映されるのでそれだけモチベーションがあがります。加えて、Spiffといって特典の商材だけインセンティブが2倍、3倍となることなども頻発しているので、年間達成率60％でも理論年収を上回ることなどがよく起こります。兎に角凄い制度、凄い会社です。評価制度:完全に数字のみが評価に反映がされますので至極分かりやすく、余計な考え、ものさしは不要です。,2021年09月13日,2021年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=6210418&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/6210418/,25.0,25.0,0.0
387,男性/ インサイドセールス/ 現職（回答時）/ 中途入社/ 在籍3～5年/ 正社員/ sales development/ 部長,https://en-hyouban.com/company/10025403019/user_kuchikomi/3503799/,年収・給与,4.3,給与制度:Mgr職はある程度給与も確保されているので良いと思う。外勤営業は数字が上がればかなりの年収になるが、あがらないとかなり低くなってしまうリスクはある。デカイ一発を契約するだけで年収1億も夢ではないため、夢はあると思われる。評価制度:基本的に自分の部署以外にもヒアリングをかけて昇進できるかできないかを決める。ただ、会社が大きくなってきたこともありポジショントークをする人はかなり増えてきたように思う。,2021年08月17日,2021年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=6117356&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/6117356/,26.0,26.0,1.0
388,男性/ 営業/ 現職（回答時）/ 中途入社/ 在籍3年未満/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/3124779/,企業カルチャー・組織体制,5.0,企業カルチャー・社風:揺るがない企業文化がある。平等や信頼など掲げている内容も素晴らしく、企業としてそれをしっかり実践してる点は素晴らしい。組織体制・コミュニケーション:部門横断のコミュニケーションツールがあり、通達などは円滑。加えて人を助ける精神があるので、社内のやりとりが基本協力的。ダイバーシティ・多様性:同一労働同一賃金、人種、国籍など多様性への取り組みは先進的。,2020年12月20日,2020年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=5566792&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/5566792/,27.0,27.0,2.0
389,男性/ 営業系（営業、MR、営業企画 他）/ 現職（回答時）/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/2777337/,年収・給与,,給与水準：営業職はベース:インセンティブが6:4の比率のため、ベースで安定的に稼ぎたい人には不向きな環境。外資としては標準的な水準だが、部署、役職によってはベースが極端に低くなる可能性があるため、生活の安定が必須となる既婚者、世帯持ちには厳しき場合もある。入社前に人事と交渉余地もあると思われるが、理論年俸の高さだけで判断すると思わぬ落とし穴にハマる可能性あり。ヘッドハンティングされた人と応募してきた人の待遇差は凄まじく、人によっては同じ立場、役職でも理論年俸に倍の開きがある場合もある。実際に役員と同程度の理論年俸で契約して入社した営業担当もいる。,2020年02月 1日,2020年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=4986258&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/4986258/,28.0,28.0,3.0
390,男性/ 法務/ 現職（回答時）/ 中途入社/ 在籍21年以上/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/3680233/,企業カルチャー・組織体制,5.0,企業カルチャー・社風:とても風通しが良い。社風も良く、アメリカの勢いのあるカルチャーを反映している。組織体制・コミュニケーション:組織体制や社員同士のコミュニケーションもよく、みんななかよくわきあいあいとやっている。ダイバーシティ・多様性:ダイバーシティも申し分ない。性別、人種、国籍、宗教、ワークスタイル、障害の有無にあわせた働き方ができる、多様性を生かしている。,2021年11月 3日,2021年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=6387814&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/6387814/,29.0,29.0,4.0
391,男性/ 営業/ 現職（回答時）/ 中途入社/ 在籍3年未満/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/4387423/,事業展望・強み・弱み,4.8,事業の強み:顧客情報を世界で一番預かっている会社と思うので、この点が一番の強み。事業の弱み:多数の会社を買収しているため、今後、製品、および、会社の戦略、組織の統合が鍵となると思う。長いスパンで見たときに世の中のIT化が進み営業スタイルが変わった際に  SFA  のシナリオが変化する可能性がある。事業展望:世の中のIT化の継続に合わせて事業の展望も明るい。,2022年05月16日,2022年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=7169144&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/7169144/,30.0,30.0,5.0
392,男性/ AE/ 現職（回答時）/ 中途入社/ 在籍3年未満/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/2832680/,年収・給与,5.0,給与制度:売上を上げた分だけ給与にもろに跳ね返ってくる。コミッションは基本的には翌月には給与に反映されるためそれもモチベーションになる。更に、状況に応じでコミッション2倍、3倍のキャンペーンが走るためモチベーションが途切れることがないように管理されている点もすばらしい。ただし、自身が担当するエリアによる数字のばらつきは多分にあると思う。評価制度:実力主義であることは疑いようがない。成果をあげた人が評価される。とはいえ、上げていない人でも努力していることが端から見て明らかであればそれは評価の対象になると思われる。,2020年06月 3日,2020年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=5125849&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/5125849/,31.0,31.0,6.0
393,男性/ サクセスマネージャー/ 現職（回答時）/ 中途入社/ 在籍3年未満/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/3982491/,働き方（勤務時間・休日休暇・制度）,4.0,勤務時間・休日休暇:勤務時間は職種にもよるが、比較的自由であった。というよりもやるべき事が多いため、日中は社内外の会議やミーティングでほぼ埋まっている。自社サービスの勉強やお客様環境の勉強も必要なため、就業時間外でも（休日でも）仕事している人が多いように感じる。多様な働き方支援:フルリモートワークとなっているため、時間の使い方はなかり自由ではある。その分、結果を求められるためどのように働くかは自分次第である。,2022年02月10日,2022年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=6770405&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/6770405/,32.0,32.0,7.0
